empresa,marca,empreendimento,cliente,regional,obra,bloco,unidade,dt_venda,dt_chaves,carteira_sd_gerencial,saldo_devedor,data_base,total_atraso,faixa_de_atraso,dias_atraso,valor_pago_atualizado,valor_pago,status,dt_reneg,descosn,vaga,vgv
3095,LIVING,LIVING UNIQUE,CLIENTE 614,São Paulo,8722,01,000185,31/10/2020,01/11/2023,604296,604295.66,30/04/2021,0,0,-32,23557.61,22755.4,,,,,627051.06
3095,LIVING,LIVING UNIQUE,CLIENTE 615,São Paulo,8722,01,000186,31/10/2020,01/11/2023,424795,424795.2,30/04/2021,0,0,-32,209080.33,194463.41,,,,,619258.61
3095,LIVING,LIVING UNIQUE,CLIENTE 616,São Paulo,8722,01,000193,16/11/2020,01/11/2023,492027,1680812.17,30/04/2021,0,0,-32,131717.5,124072.67,,,,,1804884.84
3095,LIVING,LIVING UNIQUE,CLIENTE 617,São Paulo,8722,01,000195,24/11/2020,01/11/2023,574952,574951.67,30/04/2021,0,0,-32,39682.77,37772.43,,,,,612724.1
2060,LIVING,LIVING VISION,CLIENTE 618,São Paulo,9078,01,001606,27/08/2020,01/11/2021,129345,129344.83,30/04/2021,0,0,-32,240963.11,219941.44,,,,,349286.27
3098,LIVING,LIVING VILA MARIANA,CLIENTE 619,São Paulo,8887,01,000154,24/09/2020,01/01/2023,753296,753295.6,30/04/2021,0,0,-32,91921.57,88060.1,,,,,841355.7
2060,LIVING,LIVING VISION,CLIENTE 620,São Paulo,9078,01,000408,26/10/2020,01/11/2021,226455,226454.54,30/04/2021,0,0,-32,102168.04,94870.76,,,,,321325.3
2060,LIVING,LIVING VISION,CLIENTE 621,São Paulo,9078,01,001101,30/11/2020,01/11/2021,126504,126504.37,30/04/2021,0,0,-32,245643.89,233934.06,,,,,360438.43
2102,LIVING,LIVING EXCLUSIVE TUCURUVI,CLIENTE 622,São Paulo,9613,01,000071,31/12/2020,01/01/2022,479997,479996.53,30/04/2021,0,0,-32,134135.33,128164.21,,,,,608160.74
1804,LIVING,LIVING EXCLUSIVE,CLIENTE 623,São Paulo,9894,01,001102,15/11/2017,01/12/2020,356203,356202.91,30/04/2021,0,0,-32,134995.8,113512.49,,,,,469715.4
1804,LIVING,LIVING EXCLUSIVE,CLIENTE 624,São Paulo,9894,01,002102,27/11/2017,01/12/2020,269718,269718.28,30/04/2021,0,0,-32,240700.21,214329.56,,,,,484047.84
0997,VIVAZ,VIVAZ JARDIM PIRITUBA,CLIENTE 625,São Paulo,9281,01,000509,31/05/2019,01/11/2021,194254,194254.02,30/04/2021,0,0,-32,27602.89,25178.5,,,,,219432.52
0997,VIVAZ,VIVAZ JARDIM PIRITUBA,CLIENTE 626,São Paulo,9281,01,001107,31/05/2019,01/11/2021,53895,53895.02,30/04/2021,0,0,-32,176362.39,159838.64,,,,,213733.66
0997,VIVAZ,VIVAZ JARDIM PIRITUBA,CLIENTE 627,São Paulo,9281,01,001109,14/06/2019,01/11/2021,63262,63261.96,30/04/2021,0,0,-32,194004.04,176595.85,,,,,239857.81
0710,VIVAZ,VIVAZ ESTAÇÃO GUAIANASES,CLIENTE 628,São Paulo,7506,01,000202,03/03/2021,01/12/2022,185119,185118.53,30/04/2021,0,0,-32,102.91,101,,,,,185219.53
0710,VIVAZ,VIVAZ ESTAÇÃO GUAIANASES,CLIENTE 629,São Paulo,7506,01,000601,18/03/2021,01/12/2022,183198,183198.34,30/04/2021,0,0,-32,3018.9,3000,,,,,186198.34
1447,VIVAZ,VIVAZ SANTO AMARO,CLIENTE 630,São Paulo,7507,01,001302,28/02/2021,01/02/2022,203659,203658.7,30/04/2021,0,0,-32,101.89,100,,,,,203758.7
1516,VIVAZ,VIVAZ ITAQUERA,CLIENTE 631,São Paulo,9882,01,000806,23/09/2019,01/04/2021,241155,241155.33,30/04/2021,0,0,-32,4338.21,3828,,,,,244983.33
2864,VIVAZ,VIVAZ ESTACAO ITAQUERA,CLIENTE 632,São Paulo,7804,01,000302,26/02/2021,01/06/2022,207239,207238.59,30/04/2021,0,0,-32,20559.36,20000,,,,,227238.59
2864,VIVAZ,VIVAZ ESTACAO ITAQUERA,CLIENTE 633,São Paulo,7804,01,001107,14/04/2021,01/06/2022,194393,194393.49,30/04/2021,0,0,-32,11311.04,11311.04,,,,,205704.53
1166,VIVAZ,VIVAZ TRANSAMERICA,CLIENTE 634,São Paulo,9835,01,000709,19/12/2019,01/05/2022,108294,108293.71,30/04/2021,0,0,-32,185827.91,170865.77,,,,,279159.48
0730,VIVAZ,VIVAZ SACOMA,CLIENTE 635,São Paulo,9863,01,001812,23/12/2019,01/07/2022,157682,157681.57,30/04/2021,0,0,-32,14168.53,13196.99,,,,,170878.56
1166,VIVAZ,VIVAZ TRANSAMERICA,CLIENTE 636,São Paulo,9835,01,000509,31/12/2019,01/05/2022,143257,143256.91,30/04/2021,0,0,-32,152374.35,140931.97,,,,,284188.88
1416,VIVAZ,VIVAZ TABOAO DA SERRA,CLIENTE 637,São Paulo,7836,01,000051,29/01/2021,01/01/2023,175011,175010.86,30/04/2021,0,0,-32,54928.39,53062.5,,,,,228073.36
1416,VIVAZ,VIVAZ TABOAO DA SERRA,CLIENTE 638,São Paulo,7836,01,000081,31/03/2021,01/01/2023,181412,181412.15,30/04/2021,0,0,-32,65000,65000,,,,,246412.15
1416,VIVAZ,VIVAZ TABOAO DA SERRA,CLIENTE 639,São Paulo,7836,01,000101,31/10/2020,01/01/2023,225368,225368.41,30/04/2021,0,0,-32,15191.97,14244,,,,,239612.41
1416,VIVAZ,VIVAZ TABOAO DA SERRA,CLIENTE 640,São Paulo,7836,01,000143,31/03/2021,01/01/2023,202228,202228.4,30/04/2021,0,0,-32,18570.47,18226,,,,,220454.4
1166,VIVAZ,VIVAZ TRANSAMERICA,CLIENTE 641,São Paulo,9835,01,000301,31/01/2020,01/05/2022,90068,90068.02,30/04/2021,0,0,-32,121723.77,112340.84,,,,,202408.86
1166,VIVAZ,VIVAZ TRANSAMERICA,CLIENTE 642,São Paulo,9835,01,000302,11/02/2020,01/05/2022,88220,88220.02,30/04/2021,0,0,-32,119195.11,109997.1,,,,,198217.12
1166,VIVAZ,VIVAZ TRANSAMERICA 2,CLIENTE 643,São Paulo,8067,01,000302,25/02/2021,01/04/2023,185080,185080.48,30/04/2021,0,0,-32,19442.89,19055.38,,,,,204135.86
1166,VIVAZ,VIVAZ TRANSAMERICA 2,CLIENTE 644,São Paulo,8067,01,000401,07/04/2021,01/04/2023,206277,206277.1,30/04/2021,0,0,-32,1000,1000,,,,,207277.1
1166,VIVAZ,VIVAZ TRANSAMERICA 2,CLIENTE 645,São Paulo,8067,01,001314,19/02/2021,01/04/2023,214866,214866.18,30/04/2021,0,0,-32,11865.4,11574.53,,,,,226440.71
1166,VIVAZ,VIVAZ TRANSAMERICA 2,CLIENTE 646,São Paulo,8067,01,001409,27/02/2021,01/04/2023,241441,241441.26,30/04/2021,0,0,-32,68855.47,66982.11,,,,,308423.37
2864,VIVAZ,VIVAZ ESTACAO ITAQUERA 2,CLIENTE 647,São Paulo,8314,01,000207,28/02/2021,01/07/2023,180547,180546.65,30/04/2021,0,0,-32,7594.54,7537.84,,,,,188084.49
2864,VIVAZ,VIVAZ ESTACAO ITAQUERA 2,CLIENTE 648,São Paulo,8314,01,000503,26/12/2020,01/07/2023,176994,176993.86,30/04/2021,0,0,-32,1882.93,1851.86,,,,,178845.72
2864,VIVAZ,VIVAZ ESTACAO ITAQUERA 2,CLIENTE 649,São Paulo,8314,01,001602,21/03/2021,01/07/2023,226450,226450.47,30/04/2021,0,0,-32,3028.35,3000,,,,,229450.47
3155,VIVAZ,VIVAZ SOCORRO,CLIENTE 650,São Paulo,8497,01,000201,30/03/2021,01/02/2023,163007,163006.99,30/04/2021,0,0,-32,20378,20000,,,,,183006.99
3155,VIVAZ,VIVAZ SOCORRO,CLIENTE 651,São Paulo,8497,01,000313,31/12/2020,01/02/2023,178187,178186.6,30/04/2021,0,0,-32,828.13,800,,,,,178986.6
3155,VIVAZ,VIVAZ SOCORRO,CLIENTE 652,São Paulo,8497,01,000601,19/02/2021,01/02/2023,194040,194039.6,30/04/2021,0,0,-32,827.32,820.74,,,,,194860.34
3155,VIVAZ,VIVAZ SOCORRO,CLIENTE 653,São Paulo,8497,01,000816,06/04/2021,01/02/2023,256505,256505.43,30/04/2021,0,0,-32,2000,2000,,,,,258505.43
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 654,São Paulo,8520,01,000609,16/03/2021,01/07/2023,166243,166242.92,30/04/2021,0,0,-32,1871.87,1855.7,,,,,168098.62
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 655,São Paulo,8520,01,001313,27/01/2021,01/07/2023,145743,145742.89,30/04/2021,0,0,-32,39025.69,38013.89,,,,,183756.78
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 656,São Paulo,8520,01,001817,30/11/2020,01/07/2023,216239,216239.43,30/04/2021,0,0,-32,62261.57,60514.39,,,,,276753.82
3097,VIVAZ,VIVAZ LAPA,CLIENTE 657,São Paulo,9820,01,001413,08/09/2020,01/01/2023,191867,191866.98,30/04/2021,0,0,-32,61454.05,58634.01,,,,,250500.99
3097,VIVAZ,VIVAZ LAPA,CLIENTE 658,São Paulo,9820,01,000009,15/09/2020,01/01/2023,175547,175546.92,30/04/2021,0,0,-32,94664.2,88298.64,,,,,263845.56
0997,VIVAZ,VIVAZ JARDIM PIRITUBA,CLIENTE 659,São Paulo,9281,01,000706,15/02/2021,01/11/2021,187447,187446.7,30/04/2021,0,0,-32,5526.48,5470.54,,,,,192917.24
0997,VIVAZ,VIVAZ JARDIM PIRITUBA 2,CLIENTE 660,São Paulo,9804,01,000610,09/03/2021,01/05/2022,243002,243002.3,30/04/2021,0,0,-32,1510.96,1501.51,,,,,244503.81
0997,VIVAZ,VIVAZ JARDIM PIRITUBA 2,CLIENTE 661,São Paulo,9804,01,000802,09/12/2020,01/05/2022,251837,251837.37,30/04/2021,0,0,-32,12385.68,12101.38,,,,,263938.75
3097,VIVAZ,VIVAZ LAPA,CLIENTE 662,São Paulo,9820,01,000206,28/02/2021,01/01/2023,227198,227197.94,30/04/2021,0,0,-32,2465.74,2420,,,,,229617.94
3097,VIVAZ,VIVAZ LAPA,CLIENTE 663,São Paulo,9820,01,000314,23/02/2021,01/01/2023,94489,94488.58,30/04/2021,0,0,-32,128864.88,127825,,,,,222313.58
3097,VIVAZ,VIVAZ LAPA,CLIENTE 664,São Paulo,9820,01,000401,22/02/2021,01/01/2023,218639,218639.32,30/04/2021,0,0,-32,4078.09,4036.14,,,,,222675.46
3097,VIVAZ,VIVAZ LAPA,CLIENTE 665,São Paulo,9820,01,001101,18/02/2021,01/01/2023,185504,185503.6,30/04/2021,0,0,-32,40693,40413.32,,,,,225916.92
3097,VIVAZ,VIVAZ LAPA,CLIENTE 666,São Paulo,9820,01,001407,18/02/2021,01/01/2023,175534,175534.36,30/04/2021,0,0,-32,75729.06,74330.66,,,,,249865.02
2044,VIVAZ,VIVAZ ESTACAO VILA PRUDENTE,CLIENTE 667,São Paulo,9919,01,001420,26/12/2020,01/10/2023,278393,278393.06,30/04/2021,0,0,-32,3392.12,3270,,,,,281663.06
2044,VIVAZ,VIVAZ ESTACAO VILA PRUDENTE,CLIENTE 668,São Paulo,9919,01,002124,26/12/2020,01/10/2023,232233,232233.29,30/04/2021,0,0,-32,3387.22,3312.01,,,,,235545.3
2255,VIVAZ,VIVAZ ESTAÇÃO BELÉM,CLIENTE 669,São Paulo,9834,01,000107,19/02/2021,01/07/2023,161917,161916.74,30/04/2021,0,0,-32,1131.79,1117.81,,,,,163034.55
2255,VIVAZ,VIVAZ ESTAÇÃO BELÉM,CLIENTE 670,São Paulo,9834,01,000801,27/02/2021,01/07/2023,236013,236012.89,30/04/2021,0,0,-32,4196.86,4182.88,,,,,240195.77
2255,VIVAZ,VIVAZ ESTAÇÃO BELÉM,CLIENTE 671,São Paulo,9834,01,001812,03/02/2021,01/07/2023,234619,234618.95,30/04/2021,0,0,-32,62789.25,61473.89,,,,,296092.84
1166,VIVAZ,VIVAZ TRANSAMERICA,CLIENTE 672,São Paulo,9835,01,000708,12/02/2021,01/05/2022,152532,152531.75,30/04/2021,0,0,-32,31854.97,31435.45,,,,,183967.2
1166,VIVAZ,VIVAZ TRANSAMERICA,CLIENTE 673,São Paulo,9835,01,000908,17/03/2021,01/05/2022,153966,153965.79,30/04/2021,0,0,-32,15283.5,15000,,,,,168965.79
2044,VIVAZ,VIVAZ ESTACAO VILA PRUDENTE,CLIENTE 674,São Paulo,9919,01,000407,08/01/2021,01/10/2023,18562,18561.78,30/04/2021,0,0,-32,157674.81,152378.2,,,,,170939.98
0730,VIVAZ,VIVAZ SACOMA,CLIENTE 675,São Paulo,9863,01,001603,23/02/2021,01/07/2022,139345,139344.77,30/04/2021,0,0,-32,102.8,100,,,,,139444.77
2044,VIVAZ,VIVAZ ESTACAO VILA PRUDENTE,CLIENTE 676,São Paulo,9919,01,001218,03/02/2021,01/10/2023,216385,216384.6,30/04/2021,0,0,-32,2261.53,2200,,,,,218584.6
1516,VIVAZ,VIVAZ ITAQUERA,CLIENTE 677,São Paulo,9882,01,000507,11/02/2021,01/04/2021,190923,190923.34,30/04/2021,0,0,-32,2101.81,2060.73,,,,,192984.07
2159,VIVAZ,VIVAZ JARDIM PRUDENCIA,CLIENTE 678,São Paulo,9930,01,000902,20/02/2021,01/07/2022,160827,160826.73,30/04/2021,0,0,-32,30839.04,30000,,,,,190826.73
2044,VIVAZ,VIVAZ ESTACAO VILA PRUDENTE,CLIENTE 679,São Paulo,9919,01,001717,23/02/2021,01/10/2023,184857,184857.08,30/04/2021,0,0,-32,1953.14,1900,,,,,186757.08
2044,VIVAZ,VIVAZ ESTACAO VILA PRUDENTE,CLIENTE 680,São Paulo,9919,01,001305,25/02/2021,01/10/2023,219754,219754.01,30/04/2021,0,0,-32,21888.76,21421.99,,,,,241176
2044,VIVAZ,VIVAZ ESTACAO VILA PRUDENTE,CLIENTE 681,São Paulo,9919,01,001106,26/02/2021,01/10/2023,223963,223963.37,30/04/2021,0,0,-32,6996.35,6806,,,,,230769.37
1516,VIVAZ,VIVAZ ITAQUERA,CLIENTE 682,São Paulo,9882,01,000402,31/03/2021,01/04/2021,180962,180962.06,30/04/2021,0,0,-32,3298.39,3298.39,,,,,184260.45
1516,VIVAZ,VIVAZ ITAQUERA,CLIENTE 683,São Paulo,9882,01,000707,31/03/2021,01/04/2021,190234,190233.95,30/04/2021,0,0,-32,759.52,759.52,,,,,190993.47
2159,VIVAZ,VIVAZ JARDIM PRUDENCIA,CLIENTE 684,São Paulo,9930,01,000411,28/02/2021,01/07/2022,188491,188491.33,30/04/2021,0,0,-32,254.73,250,,,,,188741.33
2159,VIVAZ,VIVAZ JARDIM PRUDENCIA,CLIENTE 685,São Paulo,9930,01,000905,28/02/2021,01/07/2022,150349,150348.7,30/04/2021,0,0,-32,5661.01,5556,,,,,155904.7
2044,VIVAZ,VIVAZ ESTACAO VILA PRUDENTE,CLIENTE 686,São Paulo,9919,01,001323,09/03/2021,01/10/2023,218492,218492.08,30/04/2021,0,0,-32,3018.9,3000,,,,,221492.08
2044,VIVAZ,VIVAZ ESTACAO VILA PRUDENTE,CLIENTE 687,São Paulo,9919,01,000710,16/03/2021,01/10/2023,142781,142780.63,30/04/2021,0,0,-32,35387.85,34983.49,,,,,177764.12
2044,VIVAZ,VIVAZ ESTACAO VILA PRUDENTE,CLIENTE 688,São Paulo,9919,01,000813,23/03/2021,01/10/2023,148908,148908.22,30/04/2021,0,0,-32,25037.8,25000,,,,,173908.22
1517,VIVAZ,VIVAZ VILA GUILHERME,CLIENTE 689,São Paulo,3131,01,000204,15/10/2020,01/01/2023,194925,194925.42,30/04/2021,0,0,-7,73075.33,68479.15,,,,,263404.57
1517,VIVAZ,VIVAZ VILA GUILHERME,CLIENTE 690,São Paulo,3131,01,000210,30/09/2020,01/01/2023,214042,214041.75,30/04/2021,0,0,-7,40860.02,38606.88,,,,,252648.63
1517,VIVAZ,VIVAZ VILA GUILHERME,CLIENTE 691,São Paulo,3131,01,000508,23/09/2020,01/01/2023,149838,149837.68,30/04/2021,0,0,-7,120098.89,112239.27,,,,,262076.95
1517,VIVAZ,VIVAZ VILA GUILHERME,CLIENTE 692,São Paulo,3131,01,000510,31/10/2020,01/01/2023,195441,195441.32,30/04/2021,0,0,-7,90956.48,85939.68,,,,,281381
1517,VIVAZ,VIVAZ VILA GUILHERME,CLIENTE 693,São Paulo,3131,01,000612,30/09/2020,01/01/2023,239156,239156.27,30/04/2021,0,0,-7,42875.83,40353.64,,,,,279509.91
1517,VIVAZ,VIVAZ VILA GUILHERME,CLIENTE 694,São Paulo,3131,01,000712,28/02/2021,01/01/2023,231916,231916.12,30/04/2021,0,0,-7,51883.25,51316.25,,,,,283232.37
1517,VIVAZ,VIVAZ VILA GUILHERME,CLIENTE 695,São Paulo,3131,01,000909,31/10/2020,01/01/2023,126256,126255.58,30/04/2021,0,0,-7,80439.62,76224.18,,,,,202479.76
1890,VIVAZ,MEU MUNDO ESTACAO MOOCA,CLIENTE 696,São Paulo,6924,01,000410,27/02/2021,01/04/2023,273031,273031.33,30/04/2021,0,0,-7,4831.45,4755.94,,,,,277787.27
1890,VIVAZ,MEU MUNDO ESTACAO MOOCA,CLIENTE 697,São Paulo,6924,01,000810,22/12/2020,01/04/2023,168408,168407.57,30/04/2021,0,0,-7,116091.25,110881.12,,,,,279288.69
1447,VIVAZ,VIVAZ SANTO AMARO,CLIENTE 698,São Paulo,7507,01,000109,14/07/2020,01/02/2022,31631,31631.34,30/04/2021,0,0,-7,179488.47,167751.22,,,,,199382.56
1447,VIVAZ,VIVAZ SANTO AMARO,CLIENTE 699,São Paulo,7507,01,000710,16/12/2020,01/02/2022,187055,187055.27,30/04/2021,0,0,-7,8723.07,8500,,,,,195555.27
2864,VIVAZ,VIVAZ ESTACAO ITAQUERA,CLIENTE 700,São Paulo,7804,01,001004,31/10/2020,01/06/2022,160141,160140.51,30/04/2021,0,0,-7,31649.02,30600.91,,,,,190741.42
1416,VIVAZ,VIVAZ TABOAO DA SERRA,CLIENTE 701,São Paulo,7836,01,000043,23/11/2020,01/01/2023,202880,202880.11,30/04/2021,0,0,-7,6898.29,6572.78,,,,,209452.89
1166,VIVAZ,VIVAZ TRANSAMERICA 2,CLIENTE 702,São Paulo,8067,01,000310,31/10/2020,01/04/2023,234812,234811.6,30/04/2021,0,0,-7,62106.43,58400.4,,,,,293212
1166,VIVAZ,VIVAZ TRANSAMERICA 2,CLIENTE 703,São Paulo,8067,01,000910,31/10/2020,01/04/2023,247154,247154.15,30/04/2021,0,0,-7,61911.47,58219.7,,,,,305373.85
1166,VIVAZ,VIVAZ TRANSAMERICA 2,CLIENTE 704,São Paulo,8067,01,001407,22/10/2020,01/04/2023,127361,127361.26,30/04/2021,0,0,-7,52189.18,49015.86,,,,,176377.12
1166,VIVAZ,VIVAZ TRANSAMERICA 2,CLIENTE 705,São Paulo,8067,01,001410,31/10/2020,01/04/2023,252857,252856.8,30/04/2021,0,0,-7,59101.51,56917.71,,,,,309774.51
1166,VIVAZ,VIVAZ TRANSAMERICA 2,CLIENTE 706,São Paulo,8067,01,001413,22/10/2020,01/04/2023,189125,189125.34,30/04/2021,0,0,-7,75598.84,71035.83,,,,,260161.17
2864,VIVAZ,VIVAZ ESTACAO ITAQUERA 2,CLIENTE 707,São Paulo,8314,01,000205,26/12/2020,01/07/2023,158381,158381.16,30/04/2021,0,0,-7,21916.78,21000,,,,,179381.16
2864,VIVAZ,VIVAZ ESTACAO ITAQUERA 2,CLIENTE 708,São Paulo,8314,01,000504,24/12/2020,01/07/2023,174674,174674.41,30/04/2021,0,0,-7,29969.62,29000,,,,,203674.41
3155,VIVAZ,VIVAZ SOCORRO,CLIENTE 709,São Paulo,8497,01,000103,26/12/2020,01/02/2023,170923,170923.4,30/04/2021,0,0,-7,5182.66,5000,,,,,175923.4
3155,VIVAZ,VIVAZ SOCORRO,CLIENTE 710,São Paulo,8497,01,000407,27/02/2021,01/02/2023,181251,181250.9,30/04/2021,0,0,-7,3065.39,3000,,,,,184250.9
3155,VIVAZ,VIVAZ SOCORRO,CLIENTE 711,São Paulo,8497,01,000605,10/03/2021,01/02/2023,181359,181358.72,30/04/2021,0,0,-7,6094.5,6000,,,,,187358.72
3155,VIVAZ,VIVAZ SOCORRO,CLIENTE 712,São Paulo,8497,01,000904,08/04/2021,01/02/2023,247919,247919.02,30/04/2021,0,0,-7,6607.3,6607.3,,,,,254526.32
3097,VIVAZ,VIVAZ LAPA,CLIENTE 713,São Paulo,9820,01,000708,24/07/2020,01/01/2023,184002,184001.85,30/04/2021,0,0,-7,60420.37,57097.89,,,,,241099.74
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 714,São Paulo,8520,01,000105,24/02/2021,01/07/2023,157497,157496.89,30/04/2021,0,0,-7,12049.82,11803.6,,,,,169300.49
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 715,São Paulo,8520,01,000118,30/11/2020,01/07/2023,103859,103859.42,30/04/2021,0,0,-7,168193.87,158026.14,,,,,261885.56
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 716,São Paulo,8520,01,000502,30/11/2020,01/07/2023,148557,148557.45,30/04/2021,0,0,-7,85420.61,80399.83,,,,,228957.28
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 717,São Paulo,8520,01,000505,30/11/2020,01/07/2023,106864,106864.01,30/04/2021,0,0,-7,73013.27,69274.33,,,,,176138.34
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 718,São Paulo,8520,01,000518,30/11/2020,01/07/2023,211201,211200.84,30/04/2021,0,0,-7,32836.42,31899.3,,,,,243100.14
3097,VIVAZ,VIVAZ LAPA,CLIENTE 719,São Paulo,9820,01,001213,28/07/2020,01/01/2023,165614,165613.61,30/04/2021,0,0,-7,86505.52,80477.31,,,,,246090.92
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 720,São Paulo,8520,01,000612,30/11/2020,01/07/2023,212516,212515.73,30/04/2021,0,0,-7,32318.04,31399.3,,,,,243915.03
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 721,São Paulo,8520,01,000702,06/12/2020,01/07/2023,225384,225384.22,30/04/2021,0,0,-7,9011.51,8775.98,,,,,234160.2
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 722,São Paulo,8520,01,000709,30/11/2020,01/07/2023,139065,139064.85,30/04/2021,0,0,-7,41632.12,39417.37,,,,,178482.22
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 723,São Paulo,8520,01,000716,17/12/2020,01/07/2023,99822,99821.73,30/04/2021,0,0,-7,76342.46,75000,,,,,174821.73
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 724,São Paulo,8520,01,000805,13/02/2021,01/07/2023,79720,79720.19,30/04/2021,0,0,-7,101957.76,100000,,,,,179720.19
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 725,São Paulo,8520,01,001318,30/11/2020,01/07/2023,100007,100006.78,30/04/2021,0,0,-7,178492.31,168093.06,,,,,268099.84
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 726,São Paulo,8520,01,001402,27/02/2021,01/07/2023,218517,218517.25,30/04/2021,0,0,-7,75699.2,75000,,,,,293517.25
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 727,São Paulo,8520,01,001417,28/12/2020,01/07/2023,137208,137207.69,30/04/2021,0,0,-7,142397.61,139000,,,,,276207.69
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 728,São Paulo,8520,01,001601,12/12/2020,01/07/2023,215979,215979.04,30/04/2021,0,0,-7,55176.78,52894,,,,,268873.04
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 729,São Paulo,8520,01,001802,26/02/2021,01/07/2023,221952,221951.57,30/04/2021,0,0,-7,75699.2,75000,,,,,296951.57
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 730,São Paulo,8520,01,001901,28/12/2020,01/07/2023,227278,227277.65,30/04/2021,0,0,-7,49492.13,48000,,,,,275277.65
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 731,São Paulo,8520,01,001902,28/02/2021,01/07/2023,273658,273658.19,30/04/2021,0,0,-7,22977.8,22893.32,,,,,296551.51
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 732,São Paulo,8520,01,002012,24/03/2021,01/07/2023,286314,286313.52,30/04/2021,0,0,-7,879.31,863,,,,,287176.52
3097,VIVAZ,VIVAZ LAPA,CLIENTE 733,São Paulo,9820,01,001208,30/07/2020,01/01/2023,190916,190915.81,30/04/2021,0,0,-7,68763.68,65123.69,,,,,256039.5
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 734,São Paulo,8520,01,002018,07/12/2020,01/07/2023,214198,214198.2,30/04/2021,0,0,-7,73096.63,70455.59,,,,,284653.79
3091,VIVAZ,VIVAZ VILA ROMANA,CLIENTE 735,São Paulo,8520,01,002112,26/02/2021,01/07/2023,224528,224527.82,30/04/2021,0,0,-7,75699.2,75000,,,,,299527.82
3097,VIVAZ,VIVAZ LAPA,CLIENTE 736,São Paulo,9820,01,000602,31/07/2020,01/01/2023,172651,172651.4,30/04/2021,0,0,-7,49535.62,46041.81,,,,,218693.21
3097,VIVAZ,VIVAZ LAPA,CLIENTE 737,São Paulo,9820,01,000918,31/07/2020,01/01/2023,198788,198788.48,30/04/2021,0,0,-7,37710.31,35910.58,,,,,234699.06
3097,VIVAZ,VIVAZ LAPA,CLIENTE 738,São Paulo,9820,01,000508,31/07/2020,01/01/2023,179722,179721.91,30/04/2021,0,0,-7,63322.92,60105.79,,,,,239827.7
3097,VIVAZ,VIVAZ LAPA,CLIENTE 739,São Paulo,9820,01,001307,10/08/2020,01/01/2023,30736,30735.82,30/04/2021,0,0,-7,223480.83,209028.04,,,,,239763.86
3097,VIVAZ,VIVAZ LAPA,CLIENTE 740,São Paulo,9820,01,000111,12/08/2020,01/01/2023,174221,174221.4,30/04/2021,0,0,-7,51669.55,48955.13,,,,,223176.53
3097,VIVAZ,VIVAZ LAPA,CLIENTE 741,São Paulo,9820,01,001513,27/08/2020,01/01/2023,195145,195145.38,30/04/2021,0,0,-7,100049.36,95014.58,,,,,290159.96
3097,VIVAZ,VIVAZ LAPA,CLIENTE 742,São Paulo,9820,01,001207,31/08/2020,01/01/2023,120570,120570.03,30/04/2021,0,0,-7,119819.43,114077.59,,,,,234647.62
3097,VIVAZ,VIVAZ LAPA,CLIENTE 743,São Paulo,9820,01,001601,22/09/2020,01/01/2023,137768,137767.51,30/04/2021,0,0,-7,94889.15,90021.92,,,,,227789.43
3097,VIVAZ,VIVAZ LAPA,CLIENTE 744,São Paulo,9820,01,001602,30/09/2020,01/01/2023,196679,196679.16,30/04/2021,0,0,-7,37455.18,35404.72,,,,,232083.88
3097,VIVAZ,VIVAZ LAPA,CLIENTE 745,São Paulo,9820,01,001304,14/10/2020,01/01/2023,194164,194163.87,30/04/2021,0,0,-7,66938.99,63400.98,,,,,257564.85
3097,VIVAZ,VIVAZ LAPA,CLIENTE 746,São Paulo,9820,01,000209,31/10/2020,01/01/2023,198601,198600.55,30/04/2021,0,0,-7,7349.72,7099.46,,,,,205700.01
0997,VIVAZ,VIVAZ JARDIM PIRITUBA 2,CLIENTE 747,São Paulo,9804,01,001305,20/02/2021,01/05/2022,214680,214680.08,30/04/2021,0,0,-7,3055.94,3000,,,,,217680.08
